month	day	plot_id	species_id	sex	hindfoot_length	weight
9	29	1984	23	RM	F	17	16
9	29	1984	20	DO	M	32	47
9	29	1984	21	OT	M	20	22
9	29	1984	22	DS	F	46	115
9	29	1984	20	NL	M	33	147
9	29	1984	22	PP		22	15
9	29	1984	12	DM	F	35	34
9	29	1984	20	DM	M	35	39
9	29	1984	2	OT			
9	29	1984	12	DM	F	35	45
9	29	1984	12	DM	F	35	41
9	29	1984	17	DM	F	36	41
9	29	1984	18	NL	M	31	127
9	29	1984	18	DM	M	36	49
9	29	1984	6	PP	M	21	17
9	29	1984	19	RM	F	12	15
9	29	1984	14	DM	M	35	40
9	29	1984	24	DM	M	35	37
9	29	1984	6	OT	F	21	23
9	29	1984	21	OT	F	19	19
9	29	1984	14	DM	M	35	44
9	29	1984	24	DM	F	37	42
9	29	1984	17	NL	M	33	140
9	29	1984	18	OT	M	20	25
9	29	1984	6	PE	M	19	18
9	29	1984	2	PE	M		
9	30	1984	11	DO	M	35	40
9	30	1984	11	DS	F	47	90
9	30	1984	1	DO	M	34	52
9	30	1984	5	PP	M	22	15
9	30	1984	1	DM	M	34	40
9	30	1984	5	OL			
9	30	1984	11	DM	F	34	39
9	30	1984	15	AB			
9	30	1984	9	DM	M	34	41
9	30	1984	2	SS			
9	30	1984	2	DM	F	35	34
9	30	1984	3	NL	M	35	222
9	30	1984	8	DO	M	35	40
9	30	1984	13	DO	M	36	46
9	30	1984	3	PH	F	26	28
9	30	1984	3	DM	F	35	34
9	30	1984	8	DO	F	35	65
9	30	1984	4	DM	F	34	40
9	30	1984	8	DM	M	36	44
9	30	1984	1	SS			
9	30	1984	5	DM	M	36	55
9	30	1984	15	AH			
9	30	1984	5	DM	F	34	28
9	30	1984	9	DM	M	36	38
9	30	1984	1	DM	F	33	28
9	30	1984	7	RM	F	16	13
9	30	1984	1	DO	M	36	47
9	30	1984	4	DM	F	35	38
9	30	1984	2	DO	M	33	49
9	30	1984	4	DM	M	36	49
9	30	1984	5	DM	F	35	45
9	30	1984	8	DM	M	35	33
9	30	1984	8	DM	F	33	35
9	30	1984	9	DM	M	35	46
9	30	1984	13	OL	M	21	40
9	30	1984	5	DM	M	34	25
9	30	1984	4	OL	F	20	38
9	30	1984	11	SS			
9	30	1984	13	DM	F	34	39
9	30	1984	3	DM	M	36	35
9	30	1984	5	AB			
9	30	1984	9	DM	F	36	38
9	30	1984	1	DM	F	34	40
9	30	1984	2	NL	F	32	173
9	30	1984	5	DM	F	34	22
9	30	1984	5	DM	M	34	44
9	30	1984	1	DM	M	34	47
9	30	1984	11	DM	F	34	39
9	30	1984	11	DM	M	36	40
9	30	1984	8	DM	M	36	43
9	30	1984	3	OL	M	19	35
9	30	1984	8	DS	M	47	130
9	30	1984	10				
10	20	1984	22	DM	F	36	37
10	20	1984	14	OL	F	19	30
10	20	1984	12	DM	M	35	39
10	20	1984	22	DM	F	36	47
10	20	1984	22	DM	M	35	48
10	20	1984	17	DM	M	33	35
10	20	1984	12	DO	F	33	36
10	20	1984	22	DM	M	37	47
10	20	1984	6	PP	M	20	12
10	20	1984	12	OL	M	20	26
10	20	1984	21	RM	M	16	11
10	20	1984	17	DM	F	35	42
10	20	1984	23	RM	F	17	12
10	20	1984	14	DM	F	36	41
10	20	1984	6	DM	F	37	38
10	20	1984	12	DM	F	35	39
10	20	1984	21	PH	F	25	25
10	20	1984	17	DM	F	35	42
10	20	1984	20	OL	F	20	28
10	20	1984	20	DM	M	36	39
10	20	1984	17	DM	M	33	35
10	20	1984	12	DM	F	36	41
10	20	1984	24	DM	M	37	42
10	20	1984	22	DM	F	34	36
10	20	1984	20	DO	M	32	44
10	20	1984	24	DM	F	36	40
10	20	1984	16	OT	M	20	23
10	20	1984	12	DM	F	34	42
10	20	1984	20	PU			
10	20	1984	22	OT	F	20	25
10	20	1984	6	OL	M	18	15
10	20	1984	17	NL	M	32	152
10	20	1984	6	DO	M	36	46
10	20	1984	12	RM	F	19	20
10	20	1984	22	DS	F	48	
10	20	1984	20	PU			
10	20	1984	17	OT	F	18	24
10	20	1984	19	PF	M	15	8
10	20	1984	21	PH	F	25	23
10	20	1984	17	DO	F	35	52
10	20	1984	18	NL	M	30	135
10	20	1984	20	OT	F	20	25
10	20	1984	14	DM	M	36	44
10	20	1984	18	DM	M	35	47
10	20	1984	20	DM	M	36	38
10	20	1984	24	DM	M	35	36
10	20	1984	14	DM	M	35	39
10	20	1984	12	OL	F	20	30
10	20	1984	12	DM	F	35	40
10	21	1984	5	OL	M	21	29
10	21	1984	4	DM	F	35	38
10	21	1984	11	DS	F	46	98
10	21	1984	9	DO	F	34	48
10	21	1984	13	DM	M	36	42
10	21	1984	9	DO	F	37	46
10	21	1984	9	OL	F	20	30
10	21	1984	1	DM	M	36	39
10	21	1984	2	DM	F	37	40
10	21	1984	5	DM	F	35	34
10	21	1984	8	DO	F	34	26
10	21	1984	1	DM	F	36	38
10	21	1984	8	DS	M	52	138
10	21	1984	4	DM	F	39	40
10	21	1984	11	DM	F	34	33
10	21	1984	9	DM	M	33	40
10	21	1984	3	OL	F	19	18
10	21	1984	8	DO	F	35	46
10	21	1984	2	DO	F	34	43
10	21	1984	11	DO	M	35	46
10	21	1984	11	DM	F	35	36
10	21	1984	8	DO	M	36	46
10	21	1984	9	DM	M	34	22
10	21	1984	8	DM	M	36	40
10	21	1984	3	PH	F		
10	21	1984	9	DM	M	36	40
10	21	1984	1	AB			
10	21	1984	11	DM	M	37	42
10	21	1984	1	DM	M	35	33
10	21	1984	8	DM	F	35	39
10	21	1984	2	DO	M	34	49
10	21	1984	5	OL	M	18	16
10	21	1984	8	DM	F	35	35
10	21	1984	5	OL	F	20	15
10	21	1984	1	DM	M	35	42
10	21	1984	3	OL	M	20	38
10	21	1984	5	DM	F	37	30
10	21	1984	4	DM	M	33	44
10	21	1984	1	DM	F	36	38
10	21	1984	2	NL	M	30	126
10	21	1984	3	OL	F	20	36
10	21	1984	13	DM	F	36	37
10	21	1984	3	OL	F	20	16
10	21	1984	11	DM	F	35	39
10	21	1984	9	DM	M	34	42
10	21	1984	7	RM	M	16	9
10	21	1984	4	DM	F		
10	21	1984	13	DM	M	34	40
10	21	1984	3	OL	F	20	21
10	21	1984	10				
10	21	1984	15				
12	30	1984	20	DM	M	35	48
12	30	1984	18	OL	M	20	45
12	30	1984	6	DO	M	35	61
12	30	1984	12	DM	F	35	45
12	30	1984	12	DM	M	34	46
12	30	1984	12	DO	M	35	54
12	30	1984	6	DM	F	35	46
12	30	1984	17	DM	M	32	41
12	30	1984	12	DM	F	34	45
12	30	1984	12	DM	F	35	44
12	30	1984	14	OL	M	21	46
12	30	1984	20	DO	M	33	50
12	30	1984	24	DM	M	37	49
12	30	1984	14	DM	M	36	51
12	30	1984	21	PH	F	25	32
12	30	1984	18	DM	M	35	51
12	30	1984	23	RM	M	16	17
12	30	1984	12	DM	F	36	46
12	30	1984	24	DM	M	35	40
12	30	1984	21	RM	M	15	16
12	30	1984	16	DM	M	33	47
12	30	1984	12	DM	M	37	54
12	30	1984	17	DO	M	34	64
12	30	1984	6	DO	F	34	60
12	30	1984	16	DM	F	37	46
12	30	1984	17	DM	M	37	52
12	30	1984	6	DO	F	34	51
12	30	1984	21	RM	F	16	16
12	30	1984	12	OL	M	19	34
12	30	1984	23	RM	F	16	20
12	30	1984	12	OL	F		
12	30	1984	7				
12	30	1984	10				
12	30	1984	15				
12	30	1984	19				
12	30	1984	22				
12	31	1984	3	OT	M	21	28
12	31	1984	5	DM	F	34	30
12	31	1984	4	DM	F	36	33
12	31	1984	2	DO	F	34	51
12	31	1984	5	DM	F	35	27
12	31	1984	4	DO	M	34	38
12	31	1984	9	DO	M	34	42
12	31	1984	1	DO	M	35	56
12	31	1984	4	DM	M	34	35
12	31	1984	8	DS	M	52	142
12	31	1984	5	DM	F	34	32
12	31	1984	2	DM	F	36	36
12	31	1984	9	DM	M	37	38
12	31	1984	13	DM	M	34	33
12	31	1984	3	OT	F	19	21
12	31	1984	5	DM	M	37	46
12	31	1984	2	DM	F	37	34
12	31	1984	5	OT	F	24	25
12	31	1984	4	DM	F	35	33
12	31	1984	5	DM	M	36	32
12	31	1984	8	DO	F	35	40
12	31	1984	13	DM	F	35	30
12	31	1984	11	OT	M	19	19
12	31	1984	11	PM	F	19	14
12	31	1984	9	DO	F	36	35
12	31	1984	8	DM	M	35	35
12	31	1984	2	PE	M	19	20
12	31	1984	5	DO	F	32	33
12	31	1984	13	DM	M	37	33
12	31	1984	2	PE	F	20	20
12	31	1984	4	DM	M	35	44
12	31	1984	11	OT	F	19	16
12	31	1984	11	DM	F	34	34
12	31	1984	1	DM	F	36	45
12	31	1984	2	DO	M	33	45
12	31	1984	5	DM	F	35	33
12	31	1984	1	DM	M	36	51
12	31	1984	11	DM	M	36	35
12	31	1984	2	OT	M	20	21
1	19	1985	16	RM	F	16	4
1	19	1985	17	OT	F	20	16
1	19	1985	6	DO	M	35	48
1	19	1985	12	DO	F	35	40
1	19	1985	24	RM	M	16	4
1	19	1985	12	DO	M	34	48
1	19	1985	6	DM	F	37	35
1	19	1985	14	DM	M	36	45
1	19	1985	6	DM	F	36	38
1	19	1985	19	RM	M	16	4
1	19	1985	6	DM	M	36	45
1	19	1985	12	PE	M	19	12
1	19	1985	21	RM	M	16	5
1	19	1985	6	DM	F	35	32
1	19	1985	12	DM	F	35	30
1	19	1985	12	DO	M	34	41
1	19	1985	20	DM	M	34	37
1	19	1985	12	DM	F	37	33
1	19	1985	6	OL	M	19	32
1	19	1985	12	OT	M	19	20
1	19	1985	17	OT	M	19	18
1	19	1985	18	OL	M	20	19
1	19	1985	19	PM	M	20	7
1	19	1985	20	DO	M	34	30
1	19	1985	6	DM	M	37	37
1	19	1985	12	DO	F	36	48
1	19	1985	18	DM	M	36	39
1	19	1985	6	DO	F	36	44
1	19	1985	12	DM	M	37	30
1	19	1985	14	OL	F	20	45
1	19	1985	18	DM	M	37	43
1	19	1985	24	DM	M	36	39
1	19	1985	17	DO	F	35	51
1	19	1985	23	RM	M	16	4
1	19	1985	6	DO	M	35	44
1	19	1985	12	DM	M	37	35
1	19	1985	20	DO	M	33	41
1	19	1985	18	DM	F	36	37
1	19	1985	14	AB			
1	19	1985	16	DM	M	36	41
1	19	1985	16	DM	F	35	35
1	19	1985	24	DM	M	35	37
1	19	1985	12	DM	F	35	36
1	19	1985	14	PM	F	21	22
1	19	1985	6	OT	M	20	23
1	19	1985	16	DM	F	34	34
1	19	1985	18	DM	M	35	38
1	19	1985	6	OL	F	21	31
1	19	1985	6	DO	M	35	43
1	19	1985	14	OL	M	21	32
1	19	1985	18	DO	M	35	55
1	19	1985	16	DM	M	35	39
1	19	1985	6	DM	F	33	27
1	19	1985	14	DM	M	36	39
1	19	1985	6	OT	F	20	20
1	19	1985	18	OL	M	20	31
1	19	1985	6	DO	F	33	34
1	19	1985	17	DM	M	47	40
1	19	1985	18	OT	F	20	20
1	19	1985	6	DO	F	33	39
1	19	1985	16	DM	M	35	36
1	19	1985	24	DM	M	36	35
1	19	1985	6	DO	F	33	39
1	19	1985	17	RM	M	16	4
1	19	1985	24	DM	F	35	34
1	19	1985	6	DM	M	37	37
1	19	1985	21	RM	F	16	8
1	19	1985	6	OT	M	21	22
1	19	1985	12	DM	F	35	36
1	19	1985	22				
1	20	1985	11	PM	F	20	16
1	20	1985	10	AB			
1	20	1985	13	AH			
1	20	1985	1	DM	F	37	40
1	20	1985	3	PE	M	18	16
1	20	1985	4	DM	F	34	33
1	20	1985	1	DO	M	36	48
1	20	1985	4	DM	M	36	36
1	20	1985	5	DM	F	35	33
1	20	1985	1	DM	M	34	37
1	20	1985	5	DM	F	36	34
1	20	1985	15	RM	M	16	5
1	20	1985	1	DM	M	36	38
1	20	1985	2	DM	F	35	30
1	20	1985	4	DO	M	34	37
1	20	1985	5	DM	F	33	25
1	20	1985	13	DM	M	35	32
1	20	1985	4	DM	F	37	33
1	20	1985	5	DM	M	35	47
1	20	1985	9	DM			
1	20	1985	2	DM	M	37	44
1	20	1985	8	DO	F	34	41
1	20	1985	15	AH			
1	20	1985	3	PE	F	20	20
1	20	1985	5	DM	M	35	30
1	20	1985	8	DO	M	35	43
1	20	1985	9	DM	M	36	38
1	20	1985	11	DM	M	37	39
1	20	1985	9	DO	F	36	55
1	20	1985	1	DO	F	35	39
1	20	1985	9	DO	M	36	48
1	20	1985	1	AH			
1	20	1985	2	DS	F	48	106
1	20	1985	1	DM	F	37	30
1	20	1985	2	DM	F	35	33
1	20	1985	9	AB			
1	20	1985	5	OL	F	20	31
1	20	1985	1	DM	F	35	36
1	20	1985	13	DM	F	35	30
1	20	1985	9	DO	M	36	50
1	20	1985	1	DM	M	36	39
1	20	1985	2	DM	M	37	35
1	20	1985	5	DM	M	36	41
1	20	1985	5	OL	M	20	31
1	20	1985	3	DM	M	37	42
1	20	1985	1	DO	M	36	48
1	20	1985	4	DM	M	35	44
1	20	1985	2	DO	F	35	48
1	20	1985	1	DM	F	35	38
1	20	1985	15	RM	F	15	4
1	20	1985	9	DO	M	36	52
1	20	1985	13	DM	M	35	30
1	20	1985	1	DS	M	47	147
1	20	1985	2	DO	M	34	44
1	20	1985	9	DO	F	35	32
1	20	1985	3	RM	F	16	7
1	20	1985	1	DM	F	37	40
1	20	1985	1	DM	M	35	37
1	20	1985	11	DM	F	35	43
1	20	1985	8	DM	M	35	36
1	20	1985	2	DM	F	36	36
1	20	1985	5	DM	F	35	31
1	20	1985	5	DO	F	32	33
1	20	1985	9	DM	F	34	33
1	20	1985	7	RM			
2	16	1985	6	DM	F	35	33
2	16	1985	21	RM	M	16	5
2	16	1985	17	DM	M	36	36
2	16	1985	6	OL	F	19	31
2	16	1985	16	DM	M	37	37
2	16	1985	6	DM	M	35	38
2	16	1985	6	DM	F	36	33
2	16	1985	12	OL	F	20	30
2	16	1985	12	PE	M	19	40
2	16	1985	12	OL	M	21	45
2	16	1985	16	DM	F	35	40
2	16	1985	12	DO	F	35	40
2	16	1985	21	RM	M	16	4
2	16	1985	6	DM	F	36	39
2	16	1985	20	AH			
2	16	1985	12	DM	M	35	38
2	16	1985	12	AB			
2	16	1985	12	DO	M	34	41
2	16	1985	6	DO	M	35	52
2	16	1985	22	DM	M	34	43
2	16	1985	20	DO	M	32	43
2	16	1985	6	DM	F	33	30
2	16	1985	21	OL	M	21	36
2	16	1985	6	DM	M	36	49
2	16	1985	24	RM	M	16	6
2	16	1985	16	RM	M	16	5
2	16	1985	24	DM	M	37	41
2	16	1985	14	DM	M	37	42
2	16	1985	6	OL	M	21	32
2	16	1985	12	DM	F	36	41
2	16	1985	12	DM	F	35	38
2	16	1985	22	DM	F	37	33
2	16	1985	12	DO	F	36	47
2	16	1985	18	DM	M	34	40
2	16	1985	24	DM	M	36	38
2	16	1985	6	DO	F	36	53
2	16	1985	14	OL	F	20	34
2	16	1985	19	PF	M	15	
2	16	1985	6	DO	F	33	40
2	16	1985	20	PE	F		
2	16	1985	17	DM	M	36	42
2	16	1985	14	OL	M	22	35
2	16	1985	16	RM	F	15	5
2	16	1985	6	DO	F	33	42
2	16	1985	6	DO	M	34	47
2	16	1985	12	DM	M	37	45
2	16	1985	16	DM	M	35	42
2	16	1985	6	DO	M	37	43
2	16	1985	16	DM	M	36	41
2	16	1985	6	DM	M	47	39
2	16	1985	6	PE	F	20	23
2	16	1985	23				
2	17	1985	4	DO	M	34	43
2	17	1985	5	DM	F	35	27
2	17	1985	1	DM		34	42
2	17	1985	2	DM	F	35	37
2	17	1985	9	DS	F	48	120
2	17	1985	4	DM	M	34	36
2	17	1985	9	DS	M	48	81
2	17	1985	2	DM	M	36	39
2	17	1985	9	DM	M	35	40
2	17	1985	13	DM	M	37	33
2	17	1985	3	DM	M	34	44
2	17	1985	5	DM	F	35	36
2	17	1985	13	DM	F	35	39
2	17	1985	2	OL	F	19	26
2	17	1985	3	NL	F	31	141
2	17	1985	1	DM	F	35	36
2	17	1985	8	DO	M	35	45
2	17	1985	4	DM	F	36	33
2	17	1985	5	OL	M	17	
2	17	1985	8	DS	M	50	150
2	17	1985	4	DM	F	34	35
2	17	1985	5	DM	M	36	44
2	17	1985	2	PE	M	18	16
2	17	1985	3	RM	M	15	5
2	17	1985	2	DM	F	35	39
2	17	1985	9	DO	M	35	51
2	17	1985	5	DM	F	35	33
2	17	1985	2	DM	F	34	37
2	17	1985	11	DM	M	37	41
2	17	1985	2	DM	F	35	42
2	17	1985	2	PM	M	20	19
2	17	1985	4	DM	F	36	36
2	17	1985	11	OT	M	20	19
2	17	1985	1	DO	M	36	51
2	17	1985	13	DM	F	35	33
2	17	1985	9	DO	F	34	36
2	17	1985	1	DO	M	35	46
2	17	1985	4	OL	F	20	36
2	17	1985	5	DO	F	32	35
2	17	1985	15	DM	F	33	32
2	17	1985	13	DM	M	35	33
2	17	1985	2	PE	F	20	18
2	17	1985	7	RM	F	17	11
2	17	1985	1	DM	F	36	34
2	17	1985	2	DM	M	35	44
2	17	1985	5	OL	F	19	29
2	17	1985	9	OT	F	19	10
2	17	1985	1	DO	F	34	59
2	17	1985	10	RM	F	16	7
2	17	1985	5	DM	M	37	49
2	17	1985	8	DM	M	36	41
2	17	1985	13	DM	M	34	38
2	17	1985	11	OL	M	19	33
2	17	1985	9	OL	F	20	43
2	17	1985	2	DM	F	36	37
2	17	1985	11	DM	F	35	32
3	16	1985	12	DO	M	35	50
3	16	1985	21	DM	F	36	40
3	16	1985	6	DM	M	34	43
3	16	1985	6	DM	M	33	37
3	16	1985	21	DM	F	36	43
3	16	1985	6	DM	F	37	41
3	16	1985	6	DM	F	35	33
3	16	1985	24	PE	M	18	17
3	16	1985	6	DM	M	35	46
3	16	1985	14	DM	F	36	42
3	16	1985	16	OL	F	20	34
3	16	1985	6	OL	F	21	
3	16	1985	6	OL	M	21	31
3	16	1985	6	DM	M	36	50
3	16	1985	16	DM	F	34	35
3	16	1985	18	OL	F	20	35
3	16	1985	22	OL	F	20	44
3	16	1985	12	DM	M	36	47
3	16	1985	12	OT	M	18	20
3	16	1985	16	DM	M	36	44
3	16	1985	19	PM	F	19	14
3	16	1985	22	OT	M	16	17
3	16	1985	20	DO	M	34	43
3	16	1985	18	DM	F	33	34
3	16	1985	12	DO	F	37	54
3	16	1985	12	OL	M	20	38
3	16	1985	24	DM	F	36	39
3	16	1985	12	DM	M	36	43
3	16	1985	18	DM	M	35	43
3	16	1985	12	DM	F	37	38
3	16	1985	24	DM	M	35	40
3	16	1985	6	DO	F	34	42
3	16	1985	12	DM	F	36	40
3	16	1985	24	DM			
3	16	1985	19	RM	M	6	16
3	16	1985	14	OL	F	20	34
3	16	1985	21	DM	M	36	43
3	16	1985	6	DO	M	36	47
3	16	1985	22	OT	M	19	22
3	16	1985	6	DO	F	37	45
3	16	1985	14	DM	M	35	47
3	16	1985	16	OT	M	19	21
3	16	1985	18	PM	F	20	21
3	16	1985	17	DO	M	31	20
3	16	1985	6	DO	M	36	46
3	16	1985	24	SS			
3	16	1985	21	RM	M	16	5
3	16	1985	6	DM	M	35	45
3	16	1985	6	DM	F	32	33
3	16	1985	6	PE	M	20	15
3	16	1985	17	DM	F	36	42
3	16	1985	23				
3	17	1985	3	NL	F	31	153
3	17	1985	4	DO	M	33	40
3	17	1985	3	PE	F	20	26
3	17	1985	9	DS	F	48	125
3	17	1985	8	DO	M	35	48
3	17	1985	15	PM	M	20	16
3	17	1985	2	OL	M	19	32
3	17	1985	2	DM	F	35	38
3	17	1985	5	DM	M	36	49
3	17	1985	2	DO	F	32	12
3	17	1985	3	DM	M	36	48
3	17	1985	5	DM	M	36	42
3	17	1985	3	PE	M	19	18
3	17	1985	5	OL	F	20	15
3	17	1985	8	DS	M	49	154
3	17	1985	4	DM	F	35	33
3	17	1985	3	PM	M	18	11
3	17	1985	2	DO	F	37	41
3	17	1985	4	DO	F	36	45
3	17	1985	8	DO	F	35	37
3	17	1985	9	DS	M	47	96
3	17	1985	1	DS	F	47	104
3	17	1985	13	DM	M	36	39
3	17	1985	2	OL	F	20	33
3	17	1985	2	DM	F	36	43
3	17	1985	5	DM	F	37	41
3	17	1985	15	DM	F	39	43
3	17	1985	13	DM	F	36	40
3	17	1985	11	RM	F	16	5
3	17	1985	2	DM	F	35	39
3	17	1985	4	DM	F	37	40
3	17	1985	9	DM	F	34	43
3	17	1985	9	DM	F	35	42
3	17	1985	5	OL	M	21	27
3	17	1985	10	RM	M	16	4
3	17	1985	1	DO	F	34	49
3	17	1985	9	DM	M	36	40
3	17	1985	8	DM	F	35	50
3	17	1985	2	DO	M	33	46
3	17	1985	1	DM	F	33	37
3	17	1985	4	DM	F	36	39
3	17	1985	11	OL	M	20	24
3	17	1985	1	DO	M	35	37
3	17	1985	8	DM	M	36	43
3	17	1985	1	DO	M	38	37
3	17	1985	11	DM	M	37	43
3	17	1985	1	DM	M	35	41
3	17	1985	5	OL	F	20	28
3	17	1985	7	RM	F	16	9
3	17	1985	1	DM	M	37	40
3	17	1985	4	OL	F	21	26
4	20	1985	14	DM	M	36	52
4	20	1985	17	DM	M	36	47
4	20	1985	18	DM	M	37	51
4	20	1985	6	DO	F	47	50
4	20	1985	12	DO	M	37	53
4	20	1985	20	DS	M	52	145
4	20	1985	14	DM	M	37	48
4	20	1985	16	DO	M	33	46
4	20	1985	6	DM	F	37	47
4	20	1985	20	OL	F	19	30
4	20	1985	14	DM	M	35	48
4	20	1985	6	DM	M	37	46
4	20	1985	12	DO	F	36	63
4	20	1985	14	DM	F	34	47
4	20	1985	18	DM	F	37	36
4	20	1985	6	DM	F	35	25
4	20	1985	18	DM	F	35	51
4	20	1985	24	AH			
4	20	1985	21	DM	F	34	35
4	20	1985	20	DO	M	35	46
4	20	1985	14	SS			
4	20	1985	22	DM	F	36	50
4	20	1985	20	DS	F	49	127
4	20	1985	14	DM	M	37	52
4	20	1985	12	DO	M	36	55
4	20	1985	18	DM	F	36	45
4	20	1985	6	DM	F	34	41
4	20	1985	22	PP	M	21	14
4	20	1985	20	DM	M	37	38
4	20	1985	12	DM	F	35	48
4	20	1985	18	DM	M	36	49
4	20	1985	6	DS	M	50	128
4	20	1985	22	DO	M	34	45
4	20	1985	22	DM	F	37	37
4	20	1985	6	DM	M	35	43
4	20	1985	20	DM	M	33	39
4	20	1985	12	DO	M	33	44
4	20	1985	24	NL	M	30	138
4	20	1985	12	DM	F	36	43
4	20	1985	14	OL	F	22	39
4	20	1985	6	PP	F	21	16
4	20	1985	22	DM	F	37	51
4	20	1985	14	DM	M	37	47
4	20	1985	24	DM	M	37	43
4	20	1985	6	DM	M	38	49
4	20	1985	17	PM	M	20	16
4	20	1985	24	PM	M	20	21
4	20	1985	20	DM	F	37	48
4	20	1985	24	DM	F	34	33
4	20	1985	6	DO	F	34	31
4	20	1985	24	PE	M	20	21
4	20	1985	14	PM	M	21	24
4	20	1985	19	DM	M	38	50
4	20	1985	18	OL	F	21	35
4	20	1985	12	DM	M	39	46
4	20	1985	22	DM	M		
4	20	1985	24	DM	M	37	46
4	20	1985	12	DO	M	32	49
4	20	1985	22	OT	M	19	29
4	20	1985	18	DM	F	35	46
4	20	1985	22	DM	F	36	50
4	20	1985	17	DM	M	35	42
4	20	1985	6	DS	M	48	134
4	20	1985	12	OT	M	20	20
4	20	1985	18	DM	F	35	43
4	20	1985	22	DM	M	37	48
4	20	1985	18	DM	M	36	47
4	20	1985	24	DM	M	36	45
4	20	1985	22	DM	M	37	47
4	20	1985	18	DO	M	37	60
4	20	1985	19	DM	M	37	47
4	20	1985	18	OL	M	20	29
4	20	1985	24	DM	F	38	51
4	20	1985	6	DO	M	33	55
4	20	1985	14	DM	F	36	49
4	20	1985	18	DM	F	36	31
4	20	1985	12	DO	F	34	59
4	20	1985	20	DM	M	36	46
4	20	1985	6	DO	M	36	53
4	20	1985	12	DM	M	35	41
4	20	1985	22	PE	M	19	15
4	20	1985	20	DM	F	35	52
4	20	1985	14	DO	F	35	54
4	20	1985	6	OL	F	22	37
4	20	1985	21	PM	F	21	27
4	20	1985	24	DM	F	37	44
4	20	1985	22	DM	M	36	42
4	20	1985	20	DM	F	36	48
4	20	1985	14	DM	F	36	47
4	20	1985	17	DO	F	35	38
4	20	1985	18	DM	M	36	45
4	20	1985	6	DO	M	36	60
4	20	1985	20	DM	M	34	39
4	20	1985	14	OL	M	20	28
4	20	1985	24	DM	M	35	43
4	20	1985	6	SS			
4	20	1985	12	OL	M	20	24
4	20	1985	22	DM	M	35	39
4	20	1985	20	DM	M	38	50
4	20	1985	16	RM	M	17	5
4	20	1985	24	SS			
4	20	1985	6	DM	M	37	46
4	20	1985	12	DM	M	39	50
4	20	1985	17	DO	M	35	46
4	20	1985	12	DM	M	38	49
4	20	1985	14	OL	M	21	27
4	20	1985	17	RM	F	17	6
4	20	1985	24	DM	M	36	45
4	20	1985	12	DM	F	38	53
4	20	1985	20	DS	F	48	56
4	20	1985	19	DM	F	37	46
4	20	1985	6	DM	F	33	44
4	20	1985	14	DM	M	38	51
4	20	1985	18	DO	F	34	63
4	20	1985	6	PE	M	19	19
4	20	1985	12	DM	F	38	44
4	20	1985	20	DS	M	51	142
4	20	1985	23				
4	21	1985	2	DM	M	35	27
4	21	1985	3	OL	F	21	32
4	21	1985	13	DM	M	35	40
4	21	1985	8	OL	F	19	35
4	21	1985	1	DM	F	37	49
4	21	1985	3	PP	M	23	21
4	21	1985	4	DO	M	35	51
4	21	1985	11	DO	M	36	54
4	21	1985	13	DO	F	38	53
4	21	1985	9	DO	F	38	50
4	21	1985	1	DO	F	36	67
4	21	1985	4	DM	F	37	47
4	21	1985	13	DO	M	35	54
4	21	1985	7	RM	F	17	12
4	21	1985	8	DS	M	50	147
4	21	1985	8	DO	M	36	52
4	21	1985	13	DM	F	36	54
4	21	1985	8	DS	F	49	133
4	21	1985	11	OL	M	22	25
4	21	1985	9	PP	F	20	10
4	21	1985	1	DM	M	38	47
4	21	1985	4	DM	M	34	21
4	21	1985	1	DM	F	45	44
4	21	1985	2	DM	F	37	44
4	21	1985	13	DO	M	34	46
4	21	1985	8	DO	F	36	53
4	21	1985	11	DO	F	37	62
4	21	1985	13	DM	M	34	41
4	21	1985	3	NL	M	33	103
4	21	1985	15	PM	F	20	19
4	21	1985	13	DM	M	35	40
4	21	1985	1	DM	M	37	39
4	21	1985	11	OL	F	20	37
4	21	1985	8	DO	F	37	44
4	21	1985	1	DM	M	33	40
4	21	1985	1	DM	F	37	41
4	21	1985	2	DM	F	36	44
4	21	1985	9	DM	M	37	29
4	21	1985	1	DM	M	33	29
4	21	1985	1	DM	F	35	48
4	21	1985	2	DS	M	49	139
4	21	1985	5	OL	M	20	25
4	21	1985	11	PP	F	21	8
4	21	1985	4	OL	F	19	30
4	21	1985	9	DS	M	48	106
4	21	1985	8	DS	F	49	135
4	21	1985	1	DM	F	37	48
4	21	1985	1	DO	F	36	67
4	21	1985	9	DM	M	38	43
4	21	1985	1	DM	M	37	42
4	21	1985	13	DM	F	37	48
4	21	1985	1	DO	M	37	57
4	21	1985	3	PM	M	19	21
4	21	1985	11	OL	M	20	33
4	21	1985	2	DO	M	36	41
4	21	1985	11	DO	F	34	39
4	21	1985	13	DM	F	38	55
4	21	1985	1	DM	M	35	44
4	21	1985	5	DM	M	38	46
4	21	1985	13	DM	F	36	37
4	21	1985	1	DS	M	51	100
4	21	1985	3	PP	F	22	12
4	21	1985	1	DS	M	52	157
4	21	1985	1	DM	F	36	36
4	21	1985	2	DM	F	37	43
4	21	1985	1	DO	F	34	43
4	21	1985	5	DM	F	36	40
4	21	1985	1	DS	F	50	102
4	21	1985	8	DM	F	34	22
4	21	1985	1	DM	M	37	46
4	21	1985	11	DO	M	37	52
4	21	1985	1	DM	F	36	46
